>MA0486.1 HSF1
>MA0488.1 JUN
>MA0489.1 JUN (var.2)
>MA0490.1 JUNB
>MA0491.1 JUND
>MA0492.1 JUND (var.2)
>MA0493.1 Klf1
>MA0494.1 Nr1h3::Rxra
>MA0495.1 MAFF
>MA0496.1 MAFK
>MA0497.1 MEF2C
>MA0498.1 Meis1
>MA0499.1 Myod1
>MA0500.1 Myog
>MA0501.1 NFE2::MAF
>MA0502.1 NFYB
>MA0503.1 Nkx2-5 (var.2)
>MA0504.1 NR2C2
>MA0505.1 Nr5a2
>MA0506.1 NRF1
>MA0507.1 POU2F2
>MA0508.1 PRDM1
>MA0509.1 Rfx1
>MA0510.1 RFX5
>MA0511.1 RUNX2
>MA0512.1 Rxra
>MA0513.1 SMAD2::SMAD3::SMAD4
>MA0514.1 Sox3
>MA0515.1 Sox6
>MA0516.1 SP2
>MA0517.1 STAT2::STAT1
>MA0518.1 Stat4
>MA0519.1 Stat5a::Stat5b
>MA0520.1 Stat6
>MA0521.1 Tcf12
>MA0522.1 Tcf3
>MA0523.1 TCF7L2
>MA0524.1 TFAP2C
>MA0525.1 TP63
>MA0526.1 USF2
>MA0527.1 ZBTB33
>MA0528.1 ZNF263
>MA0007.2 AR
>MA0102.3 CEBPA
>MA0024.2 E2F1
>MA0154.2 EBF1
>MA0162.2 EGR1
>MA0076.2 ELK4
>MA0258.2 ESR2
>MA0098.2 Ets1
>MA0148.3 FOXA1
>MA0035.3 Gata1
>MA0036.2 GATA2
>MA0037.2 GATA3
>MA0114.2 HNF4A
>MA0050.2 IRF1
>MA0058.2 MAX
>MA0052.2 MEF2A
>MA0100.2 Myb
>MA0147.2 Myc
>MA0104.3 Mycn
>MA0150.2 Nfe2l2
>MA0105.3 NFKB1
>MA0060.2 NFYA
>MA0014.2 PAX5
>MA0080.3 Spi1
>MA0143.3 Sox2
>MA0079.3 SP1
>MA0083.2 SRF
>MA0137.3 STAT1
>MA0144.2 STAT3
>MA0140.2 TAL1::GATA1
>MA0003.2 TFAP2A
>MA0106.2 TP53
>MA0093.2 USF1
>MA0095.2 YY1
>MA0103.2 ZEB1
>MA0591.1 Bach1::Mafk
>MA0592.1 ESRRA
>MA0593.1 FOXP2
>MA0594.1 Hoxa9
>MA0595.1 SREBF1
>MA0596.1 SREBF2
>MA0597.1 THAP1
>MA0598.1 EHF
>MA0599.1 KLF5
>MA0600.1 RFX2
>MA0113.2 NR3C1
